source,auteur,date,phrase,aspect,sentiment,flag,gravite,prob_negative,prob_positive,prob_neutral
page_BNI,Souleymane Sanogo,2025-06-26,j ai voulu epargner sur mon compte epargne bni et voila un matin je me reveille je vois que ma gestionnaire m a prelever 1100 frs sur mon compte epargne et je me rends laba elle soit etonnee que c est peut etre pas elle forcement ma gestionnaire et apres me faire savoir que cela peut etre du a probleme technique comme si elle parlait a un ignorant du systeme bancaire alors que j ai moi meme bosser dans ce domaine et comme je ne voulais pas lui faire savoir cela je lui ai dit simplement peut etre que je ne suis pas le type de client que tu souhaites avoir raison pour laquelle tu me traites ainsi imaginer la suite,service client,negatif,Très négatif,Très critique,0.9732,0.0112,0.0156
page_BNI,Souleymane Sanogo,2025-06-26,j ai voulu epargner sur mon compte epargne bni et voila un matin je me reveille je vois que ma gestionnaire m a prelever 1100 frs sur mon compte epargne et je me rends laba elle soit etonnee que c est peut etre pas elle forcement ma gestionnaire et apres me faire savoir que cela peut etre du a probleme technique comme si elle parlait a un ignorant du systeme bancaire alors que j ai moi meme bosser dans ce domaine et comme je ne voulais pas lui faire savoir cela je lui ai dit simplement peut etre que je ne suis pas le type de client que tu souhaites avoir raison pour laquelle tu me traites ainsi imaginer la suite,gestionnaire,negatif,Très négatif,Très critique,0.9732,0.0112,0.0156
page_BNI,Dëūxìëmė Fîstøn Dë Mäman,2025-06-26,je souhaiterais savoir combien de temps il faut a un individu de rentrer en possession de sa carte magnetique,carte,neutre,Neutre,Aucune,0.0126,0.282,0.7054
page_BNI,Kevin Eric Gbehe,2025-06-26,le pret scolaire est disponible,prêt,neutre,Neutre,Aucune,0.008,0.0508,0.9412
page_BNI,Willy Abissa,2025-06-26,je retire mon salaire pour aller faire tontine,virement,neutre,Neutre,Aucune,0.0081,0.0322,0.9597
page_BNI,Yellowstone Aristide Ismael,2025-06-26,avec un salaire de combien,virement,neutre,Neutre,Aucune,0.014,0.0135,0.9725
page_BNI,Adou Ferdinand,2025-06-26,l epargne doit etre consideree comme une depense surtout la premiere des depenses importante a effectuer lorsqu on recoit le salaire donc b,virement,positif,Positif,Aucune,0.014,0.7053,0.2807
page_BNI,Nalo Bamba,2025-07-03,je n ai toujours pas obtenu mon document ce qui me fait perdre des opportunites,prêt,negatif,Très négatif,Très critique,0.9711,0.0106,0.0182
page_BNI,Beni DE Dieu,2025-06-26,nous attendons les prets sur 10 ans,prêt,neutre,Neutre,Aucune,0.0078,0.0381,0.9541
page_BNI,Mate Ariko Abdias,2025-06-26,bonjour a vous j espere que vous allez bien j aimerais savoir combien de temps un client doit attendre avant de recevoir sa carte magnifique,carte,positif,Très positif,Aucune,0.0182,0.9658,0.016
page_BNI,Mate Ariko Abdias,2025-06-26,bonjour a vous j espere que vous allez bien j aimerais savoir combien de temps un client doit attendre avant de recevoir sa carte magnifique,service client,positif,Très positif,Aucune,0.0182,0.9658,0.016
page_BNI,Souleymane Sanogo,2025-06-26,je pense que ces cartes seront resolues avec le partenariat entre la bni et wave ci vraiment c est un truc de soulager pour moi parce que a chaque fois que je vais au guichet automatique je suis stresse parce que si ton argent ne sors pas tout ton programme est melange,guichet,negatif,Très positif,Aucune,0.1017,0.8852,0.0131
page_BNI,Souleymane Sanogo,2025-06-26,je pense que ces cartes seront resolues avec le partenariat entre la bni et wave ci vraiment c est un truc de soulager pour moi parce que a chaque fois que je vais au guichet automatique je suis stresse parce que si ton argent ne sors pas tout ton programme est melange,carte,negatif,Très positif,Aucune,0.1017,0.8852,0.0131
page_BNI,Achile Dan Male,2025-06-26,le fait de prendre des frais de decouvert chaque annee contribue plus a appauvrir vos clienst qu a les aider,frais,negatif,Très négatif,Très critique,0.8633,0.1237,0.013
page_BNI,Dominique KD,2025-06-26,a restituer les frais de decouvert plus que vous voulez a vos clients qui n ont pas fait de demande,frais,negatif,Très positif,Aucune,0.0182,0.968,0.0138
page_BNI,Dominique KD,2025-06-26,a restituer les frais de decouvert plus que vous voulez a vos clients qui n ont pas fait de demande,service client,negatif,Très positif,Aucune,0.0182,0.968,0.0138
page_BNI,Diawara Issiaka Makan Bonheur,2025-06-26,priere nous donne plus de details sur cette carte,carte,neutre,Très positif,Aucune,0.0212,0.959,0.0198
page_BNI,Yao Élisée Kamissa,2025-06-26,trop de prelevement sur fond de petites taxes taxe sur remboursement de pret 123 frs,prêt,negatif,Très négatif,Très critique,0.9736,0.0095,0.0169
page_BNI,Yao Élisée Kamissa,2025-06-26,taxe de frais d epargne 200 frs,frais,neutre,Très négatif,Très critique,0.9736,0.0095,0.0169
page_BNI,Melyna Meledje Epse Sevi,2025-06-26,mon salaire ne suffit pas a combler les besoins meme pour dire me faire plaisir jusqu a epargne,virement,positif,Très positif,Aucune,0.1102,0.8129,0.077
page_BNI,Mayline Yapo,2025-06-26,la facon dont vous coupez agio la ne me plait pas inh comme s il y avait ancien credit entre nous,frais,negatif,Très négatif,Très critique,0.9762,0.0106,0.0132
page_BNI,N'guetta Frederic Tadjo,2025-06-26,on applique cela avant que vous ayez fini de retirer le remboursement du pret ou avant,prêt,neutre,Neutre,Aucune,0.0094,0.0366,0.954
page_BNI,N'guetta Frederic Tadjo,2025-06-26,on applique cela avant que vous ayez fini de retirer le remboursement du pret ou avant,application,neutre,Neutre,Aucune,0.0094,0.0366,0.954
page_BNI,Gbai Zere Godet,2025-06-26,le principe annonce n a rien a voir avec le salaire ou revenu mensuel qu il soit petit ou grand,virement,neutre,Neutre,Aucune,0.0119,0.0168,0.9713
page_BNI,Odi Pierre Ekra,2025-06-26,bni ca fait deja 3 mois que j ai cree mon compte a la bni mais ils sont incapable de me procurer une carte magnetique et d activer mon application bnionline or ils coupent deja agio,frais,negatif,Très négatif,Très critique,0.9716,0.0117,0.0167
page_BNI,Odi Pierre Ekra,2025-06-26,bni ca fait deja 3 mois que j ai cree mon compte a la bni mais ils sont incapable de me procurer une carte magnetique et d activer mon application bnionline or ils coupent deja agio,carte,negatif,Très négatif,Très critique,0.9716,0.0117,0.0167
page_BNI,Odi Pierre Ekra,2025-06-26,bni ca fait deja 3 mois que j ai cree mon compte a la bni mais ils sont incapable de me procurer une carte magnetique et d activer mon application bnionline or ils coupent deja agio,application,negatif,Très négatif,Très critique,0.9716,0.0117,0.0167
page_BNI,Amara Diomande,2025-06-26,effectivement trop de petits prelevements injustifies,frais,negatif,Très négatif,Très critique,0.9762,0.0118,0.012
page_BNI,Yéshiva Bouadou,2025-06-26,ca marche pour des salaires,virement,positif,Très négatif,Très critique,0.9528,0.0166,0.0306
